about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1283,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1283,,1841,"Diagram of the state of Illinois
State of Illinois","1 map; 59 x 36 cm
Maps
tiff","Saint Louis: Surveyors Office
Digital image scanned from 4 x 5 inch transparency.","Administrative and political divisions
",,,,,,,,"
Gerald F. Fitzgerald Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"Fitzgerald map4F G4101.B5 1841 U5

NL000543_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,United States. Surveyor General for Illinois and Missouri,,English,"Scale 1:140,480. 18 miles to an inch. ""Referred to in report of the 27st [i.e. 27th] October 1841."" Detached from: U.S. 27th Congress, 2nd session, 1841-1842.  Senate Document 22 (Serial Set 396).","Stone, William James, 1798-1865",,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1284,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1284,,1905,"The Christmas spirit in poor unhappy Russia, December 12, 1905
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 2 Folder 60

mms_mc_cutcheon_bx_2_fl_060_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1285,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1285,,1909,"An Englisman's home [re: suffragettes], February 26, 1909
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 113

mms_mc_cutcheon_bx_4_fl_113_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1286,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1286,,1904,"An x-ray of Wall Street (drawn from telegraphic description), December 10, 1904
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 1 Folder 30

mms_mc_cutcheon_bx_1_fl_030_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1287,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1287,,1908,"The influence of weather on disposition, August 6, 1908
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 95

mms_mc_cutcheon_bx_4_fl_095_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1288,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1288,,1871,"Chicago Fire of 1871: Ruins of the Drake Block
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 2 Folder 160

mms_clark_bx_2_fl_160_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1289,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1289,,1904,"Judge Parker a year ago and Judge Parker today, July 10, 1904
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 1 Folder 26

mms_mc_cutcheon_bx_1_fl_026_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1290,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1290,,1871,"Chicago Fire of 1871: From Court House Northeast
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 2 Folder 133

mms_clark_bx_2_fl_133_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1291,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1291,,1871,"Chicago Fire of 1871: Post Office
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 73

mms_clark_bx_1_fl_073_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1292,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1292,,1910,"John Worth Kern, U.S. Senator, Indiana, ca. 1910
","
Photographs
tiff","
","
",,,,,,,,"Charles H. Kerr Company records, 1885-1999
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS Kerr Series 5 Box 5 Folder 71

mms_kerr_bx_5_fl_71_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1293,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1293,,1871,"Chicago Fire of 1871: Field Leiter & Co.
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 105

mms_clark_bx_1_fl_105_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1294,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1294,,1852,"Diagram of the state of Illinois
State of Illinois","1 map; 56 x 38 cm
Maps
tiff","St. Louis: Office of the Surveyor General for Illinois and Missouri
","
",,,,,,,,"
Gerald F. Fitzgerald Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"Fitzgerald map4F G4101.B5 1852 U5

NL000531_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,United States. Surveyor General for Illinois and Missouri,,English,"Scale approximately 1:1,088,372. ""Accompanying report of 30th October 1852."" Detached from: U.S. 32nd Congress, 2nd session, 1852-1853. Senate Document 1 (Serial Set 658).",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1295,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1295,,1908,"As the new year comes in, December 31, 1908
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 108

mms_mc_cutcheon_bx_4_fl_108_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1296,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1296,,1871,"Chicago Fire of 1871: Bryan Block corner LaSalle & Monroe
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 88

mms_clark_bx_1_fl_088_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1297,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1297,,1871,"Chicago Fire of 1871: St. Joseph German Catholic Church
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871), Buildings","Church buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 59

mms_clark_bx_1_fl_059_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1298,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1298,,1908,"Will he swap?, October 23, 1908
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 100

mms_mc_cutcheon_bx_4_fl_100_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1299,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1299,,1912,"Mother Jones with the Miners' Children
","
Photographs
tiff","
","Jones, Mother, 1837-1930
",,,,,,,,"Charles H. Kerr Company records, 1885-1999
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","West Virginia
",,,,,"Midwest MS Kerr Series 5 Box 6 Folder 97

mms_kerr_bx_6_fl_97_17_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1300,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1300,,1890,"Map showing the several routes for that part of the proposed waterway lying between Lake Michigan and Joliet, Ill.
","1 map; 45 x 51 cm
Maps
tiff","Boston: Forbes Co.
Digital image scanned from 4 x 5 inch transparency",Canals,"Rivers
",,,,,,,"

Chicago and the Midwest (Newberry Library)",Illinois--Illinois and Michigan Canal,Illinois--Illinois River,United States--Des Plaines River,Illinois--Illinois Waterway,"Illinois--Hennepin Canal
","map6F G4102.I4 1890 U5 sheet 22

NL000528_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Marshall, W. L. (William Louis), 1846-1920",,English,"Detached from: U.S.  51st Cong., 1st Sess., 1889-90.  H. Ex. Doc. 264. Ser. 2748.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1301,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1301,1869,1860,"Chicago pre-fire: Sherman House, 1860s?
","
Photographs
tiff","
",Architecture,Buildings,"Great Fire (Chicago, Illinois: 1871)
",,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 107

mms_clark_bx_1_fl_107_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
